icd_version,icd_code,full_code,comorbid_type,description
DIAG-ICD10,E08355,E08355.1,dm,"Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, right eye"
DIAG-ICD10,E08355,E08355.2,dm,"Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, left eye"
DIAG-ICD10,E08355,E08355.3,dm,"Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, bilateral"
DIAG-ICD10,E08355,E08355.9,dm,"Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, unspecified eye"
DIAG-ICD10,E08359,E08359.1,dm,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, right eye"
DIAG-ICD10,E08359,E08359.2,dm,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, left eye"
DIAG-ICD10,E08359,E08359.3,dm,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, bilateral"
DIAG-ICD10,E08359,E08359.9,dm,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, unspecified eye"
DIAG-ICD10,E0836,E0836,dm,Diabetes mellitus due to underlying condition with diabetic cataract
DIAG-ICD10,E0837,E0837.X1,dm,"Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, right eye"
DIAG-ICD10,E0837,E0837.X2,dm,"Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, left eye"
DIAG-ICD10,E0837,E0837.X3,dm,"Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, bilateral"
DIAG-ICD10,E0837,E0837.X9,dm,"Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, unspecified eye"
DIAG-ICD10,E0839,E0839,dm,Diabetes mellitus due to underlying condition with other diabetic ophthalmic complication
DIAG-ICD10,E084,E084.0,dm,"Diabetes mellitus due to underlying condition with diabetic neuropathy, unspecified"
DIAG-ICD10,E084,E084.1,dm,Diabetes mellitus due to underlying condition with diabetic mononeuropathy
DIAG-ICD10,E084,E084.2,dm,Diabetes mellitus due to underlying condition with diabetic polyneuropathy
DIAG-ICD10,E084,E084.3,dm,Diabetes mellitus due to underlying condition with diabetic autonomic (poly)neuropathy
DIAG-ICD10,E084,E084.4,dm,Diabetes mellitus due to underlying condition with diabetic amyotrophy
DIAG-ICD10,E084,E084.9,dm,Diabetes mellitus due to underlying condition with other diabetic neurological complication
DIAG-ICD10,E085,E085.1,dm,Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy without gangrene
DIAG-ICD10,E085,E085.2,dm,Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy with gangrene
DIAG-ICD10,E085,E085.9,dm,Diabetes mellitus due to underlying condition with other circulatory complications
DIAG-ICD10,E0861,E0861.0,dm,Diabetes mellitus due to underlying condition with diabetic neuropathic arthropathy
DIAG-ICD10,E0861,E0861.8,dm,Diabetes mellitus due to underlying condition with other diabetic arthropathy
DIAG-ICD10,E0862,E0862.0,dm,Diabetes mellitus due to underlying condition with diabetic dermatitis
DIAG-ICD10,E0862,E0862.1,dm,Diabetes mellitus due to underlying condition with foot ulcer
DIAG-ICD10,E0862,E0862.2,dm,Diabetes mellitus due to underlying condition with other skin ulcer
DIAG-ICD10,E0862,E0862.8,dm,Diabetes mellitus due to underlying condition with other skin complications
DIAG-ICD10,E0863,E0863.0,dm,Diabetes mellitus due to underlying condition with periodontal disease
DIAG-ICD10,E0863,E0863.8,dm,Diabetes mellitus due to underlying condition with other oral complications
DIAG-ICD10,E0864,E0864.1,dm,Diabetes mellitus due to underlying condition with hypoglycemia with coma
DIAG-ICD10,E0864,E0864.9,dm,Diabetes mellitus due to underlying condition with hypoglycemia without coma
DIAG-ICD10,E0865,E0865,dm,Diabetes mellitus due to underlying condition with hyperglycemia
DIAG-ICD10,E0869,E0869,dm,Diabetes mellitus due to underlying condition with other specified complication
DIAG-ICD10,E088,E088,dm,Diabetes mellitus due to underlying condition with unspecified complications
DIAG-ICD10,E089,E089,dm,Diabetes mellitus due to underlying condition without complications
DIAG-ICD10,E101,E101.0,dm,Type 1 diabetes mellitus with ketoacidosis without coma
DIAG-ICD10,E101,E101.1,dm,Type 1 diabetes mellitus with ketoacidosis with coma
DIAG-ICD10,E102,E102.1,dm,Type 1 diabetes mellitus with diabetic nephropathy
DIAG-ICD10,E102,E102.2,dm,Type 1 diabetes mellitus with diabetic chronic kidney disease
DIAG-ICD10,E102,E102.9,dm,Type 1 diabetes mellitus with other diabetic kidney complication
DIAG-ICD10,E1031,E1031.1,dm,Type 1 diabetes mellitus with unspecified diabetic retinopathy with macular edema
DIAG-ICD10,E1031,E1031.9,dm,Type 1 diabetes mellitus with unspecified diabetic retinopathy without macular edema
DIAG-ICD10,E10321,E10321.1,dm,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye"
DIAG-ICD10,E10321,E10321.2,dm,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye"
DIAG-ICD10,E10321,E10321.3,dm,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral"
DIAG-ICD10,E10321,E10321.9,dm,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye"
DIAG-ICD10,E10329,E10329.1,dm,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye"
DIAG-ICD10,E10329,E10329.2,dm,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye"
DIAG-ICD10,E10329,E10329.3,dm,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral"
DIAG-ICD10,E10329,E10329.9,dm,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye"
DIAG-ICD10,E10331,E10331.1,dm,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye"
DIAG-ICD10,E10331,E10331.2,dm,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye"
DIAG-ICD10,E10331,E10331.3,dm,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral"
DIAG-ICD10,E10331,E10331.9,dm,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye"
DIAG-ICD10,E10339,E10339.1,dm,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye"
DIAG-ICD10,E10339,E10339.2,dm,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye"
DIAG-ICD10,E10339,E10339.3,dm,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral"
DIAG-ICD10,E10339,E10339.9,dm,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye"
DIAG-ICD10,E10341,E10341.1,dm,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye"
DIAG-ICD10,E10341,E10341.2,dm,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye"
DIAG-ICD10,E10341,E10341.3,dm,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral"
DIAG-ICD10,E10341,E10341.9,dm,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye"
DIAG-ICD10,E10349,E10349.1,dm,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye"
DIAG-ICD10,E10349,E10349.2,dm,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye"
DIAG-ICD10,E10349,E10349.3,dm,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral"
DIAG-ICD10,E10349,E10349.9,dm,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye"
DIAG-ICD10,E10351,E10351.1,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye"
DIAG-ICD10,E10351,E10351.2,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye"
DIAG-ICD10,E10351,E10351.3,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral"
DIAG-ICD10,E10351,E10351.9,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye"
DIAG-ICD10,E10352,E10352.1,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye"
DIAG-ICD10,E10352,E10352.2,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye"
DIAG-ICD10,E10352,E10352.3,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral"
DIAG-ICD10,E10352,E10352.9,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye"
DIAG-ICD10,E10353,E10353.1,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye"
DIAG-ICD10,E10353,E10353.2,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye"
DIAG-ICD10,E10353,E10353.3,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral"
DIAG-ICD10,E10353,E10353.9,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye"
DIAG-ICD10,E10354,E10354.1,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye"
DIAG-ICD10,E10354,E10354.2,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye"
DIAG-ICD10,E10354,E10354.3,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral"
DIAG-ICD10,E10354,E10354.9,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye"
DIAG-ICD10,E10355,E10355.1,dm,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, right eye"
DIAG-ICD10,E10355,E10355.2,dm,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, left eye"
DIAG-ICD10,E10355,E10355.3,dm,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, bilateral"
DIAG-ICD10,E10355,E10355.9,dm,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye"
DIAG-ICD10,E10359,E10359.1,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye"
DIAG-ICD10,E10359,E10359.2,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye"
DIAG-ICD10,E10359,E10359.3,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral"
DIAG-ICD10,E10359,E10359.9,dm,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye"
DIAG-ICD10,E1036,E1036,dm,Type 1 diabetes mellitus with diabetic cataract
DIAG-ICD10,E1037,E1037.X1,dm,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye"
DIAG-ICD10,E1037,E1037.X2,dm,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye"
DIAG-ICD10,E1037,E1037.X3,dm,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral"
DIAG-ICD10,E1037,E1037.X9,dm,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye"
DIAG-ICD10,E1039,E1039,dm,Type 1 diabetes mellitus with other diabetic ophthalmic complication
DIAG-ICD10,E104,E104.0,dm,"Type 1 diabetes mellitus with diabetic neuropathy, unspecified"
DIAG-ICD10,E104,E104.1,dm,Type 1 diabetes mellitus with diabetic mononeuropathy
DIAG-ICD10,E104,E104.2,dm,Type 1 diabetes mellitus with diabetic polyneuropathy
DIAG-ICD10,E104,E104.3,dm,Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy
DIAG-ICD10,E104,E104.4,dm,Type 1 diabetes mellitus with diabetic amyotrophy
DIAG-ICD10,E104,E104.9,dm,Type 1 diabetes mellitus with other diabetic neurological complication
DIAG-ICD10,E105,E105.1,dm,Type 1 diabetes mellitus with diabetic peripheral angiopathy without gangrene
DIAG-ICD10,E105,E105.2,dm,Type 1 diabetes mellitus with diabetic peripheral angiopathy with gangrene
DIAG-ICD10,E105,E105.9,dm,Type 1 diabetes mellitus with other circulatory complications
DIAG-ICD10,E1061,E1061.0,dm,Type 1 diabetes mellitus with diabetic neuropathic arthropathy
DIAG-ICD10,E1061,E1061.8,dm,Type 1 diabetes mellitus with other diabetic arthropathy
DIAG-ICD10,E1062,E1062.0,dm,Type 1 diabetes mellitus with diabetic dermatitis
DIAG-ICD10,E1062,E1062.1,dm,Type 1 diabetes mellitus with foot ulcer
DIAG-ICD10,E1062,E1062.2,dm,Type 1 diabetes mellitus with other skin ulcer
DIAG-ICD10,E1062,E1062.8,dm,Type 1 diabetes mellitus with other skin complications
DIAG-ICD10,E1063,E1063.0,dm,Type 1 diabetes mellitus with periodontal disease
DIAG-ICD10,E1063,E1063.8,dm,Type 1 diabetes mellitus with other oral complications
DIAG-ICD10,E1064,E1064.1,dm,Type 1 diabetes mellitus with hypoglycemia with coma
DIAG-ICD10,E1064,E1064.9,dm,Type 1 diabetes mellitus with hypoglycemia without coma
DIAG-ICD10,E1065,E1065,dm,Type 1 diabetes mellitus with hyperglycemia
DIAG-ICD10,E1069,E1069,dm,Type 1 diabetes mellitus with other specified complication
DIAG-ICD10,E108,E108,dm,Type 1 diabetes mellitus with unspecified complications
DIAG-ICD10,E109,E109,dm,Type 1 diabetes mellitus without complications
DIAG-ICD10,E110,E110.0,dm,Type 2 diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)
DIAG-ICD10,E110,E110.1,dm,Type 2 diabetes mellitus with hyperosmolarity with coma
DIAG-ICD10,E111,E111.0,dm,Type 2 diabetes mellitus with ketoacidosis without coma
DIAG-ICD10,E111,E111.1,dm,Type 2 diabetes mellitus with ketoacidosis with coma
DIAG-ICD10,E112,E112.1,dm,Type 2 diabetes mellitus with diabetic nephropathy
DIAG-ICD10,E112,E112.2,dm,Type 2 diabetes mellitus with diabetic chronic kidney disease
DIAG-ICD10,E112,E112.9,dm,Type 2 diabetes mellitus with other diabetic kidney complication
DIAG-ICD10,E1131,E1131.1,dm,Type 2 diabetes mellitus with unspecified diabetic retinopathy with macular edema
DIAG-ICD10,E1131,E1131.9,dm,Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema
DIAG-ICD10,E11321,E11321.1,dm,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye"
DIAG-ICD10,E11321,E11321.2,dm,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye"
DIAG-ICD10,E11321,E11321.3,dm,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral"
DIAG-ICD10,E11321,E11321.9,dm,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye"
DIAG-ICD10,E11329,E11329.1,dm,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye"
